Title:       ,Ning-LJ two half cells module
Comment:     ,
Op:          ,Admin
ID:          ,ME2 099+153 SnBiAg back
Mod Type:    ,ModuleType1
Date:        ,11-9-2020
Time:        ,12:15:12
Irradiance:  ,1000.27
IrrCorr:     ,1000
Lamp Voltage:,2300
Corrected To:,1000
Module Temp: ,24.8553
Corrected To:,25
MCCC:        ,1.1620
Voc:         ,1.35360
Isc:         ,4.29864
Rseries:     ,0.02886
Rshunt:      ,16.0460
Pmax:        ,4.58967
Vpm:         ,1.13071
Ipm:         ,4.05908
Fill Factor: ,0.78878
Active Eff:  ,16.7414
Aperture Eff:,16.7414
Segment Area:,137.075
Segs in Ser: ,2
Segs in Par: ,1
Panel Area:  ,274.15
Vload:       ,0
Ivld:        ,0
Pvld:        ,0
Iload:       ,0
Vild:        ,0
Pild:        ,0
Frequency:   ,113000
SweepDelay:  ,20
SweepLength: ,150
SweepSlope:  ,0.025
SweepDir:    ,0
MCCC2:       ,1.16
MCCC3:       ,1.155
MCCC4:       ,1.155
LampI:       ,1000.51
IntV:        ,6.99111
IntV2:       ,7.00075
IntV3:       ,6.9858
IntV4:       ,6.9858
LoadV:       ,4.5
PulseWidth1: ,167.539
PulseWidth2: ,167.575
PulseWidth3: ,0
PulseWidth4: ,0
TRef1:       ,25.9311
TRef2:       ,25.6184
TRef3:       ,0
TRef4:       ,0
MCMode:      ,False
Irradiance2: ,-1.#INF
IrrCorr2:    ,700
Voc2:        ,0
Isc2:        ,0
Pmax2:       ,0
Vpm2:        ,0
Ipm2:        ,0
Fill Factor2:,0
Active Eff2: ,0
ApertureEff2:,0
LoadV2:      ,3.2125
PulseWidth12:,167.539
PulseWidth22:,167.575
Irradiance3: ,-1.#INF
IrrCorr3:    ,400
Voc3:        ,0
Isc3:        ,0
Pmax3:       ,0
Vpm3:        ,0
Ipm3:        ,0
Fill Factor3:,0
Active Eff3: ,0
ApertureEff3:,0
LoadV3:      ,3.2125
PulseWidth13:,167.539
PulseWidth23:,167.575
 Voltage:    , Current:
 -2.179143 , 5.1366530
 -2.179036 , 5.1373200
 -2.178937 , 5.1384200
 -2.178694 , 5.1364540
 -2.178650 , 5.1345150
 -2.178298 , 5.1306290
 -2.178277 , 5.1384970
 -2.178253 , 5.1373330
 -2.178134 , 5.1353450
 -2.178099 , 5.1347990
 -2.177943 , 5.1351720
 -2.177913 , 5.1320320
 -2.177889 , 5.1347290
 -2.177744 , 5.1318910
 -2.177706 , 5.1322450
 -2.177535 , 5.1351060
 -2.177377 , 5.1333650
 -2.177174 , 5.1302040
 -2.177109 , 5.1303850
 -2.177040 , 5.1329760
 -2.176896 , 5.1304300
 -2.176885 , 5.1272010
 -2.176649 , 5.1310040
 -2.176528 , 5.1288840
 -2.176432 , 5.1287670
 -2.176382 , 5.1287460
 -2.176197 , 5.1249130
 -2.176167 , 5.1270310
 -2.175997 , 5.1238180
 -2.175801 , 5.1276590
 -2.175628 , 5.1256620
 -2.175583 , 5.1229430
 -2.175536 , 5.1267480
 -2.175354 , 5.1233090
 -2.175214 , 5.1235520
 -2.175159 , 5.1254880
 -2.175021 , 5.1211360
 -2.175013 , 5.1243970
 -2.174978 , 5.1199480
 -2.174843 , 5.1209200
 -2.174840 , 5.1201150
 -2.174485 , 5.1193890
 -2.174479 , 5.1231070
 -2.174295 , 5.1209130
 -2.174283 , 5.1216310
 -2.174037 , 5.1192070
 -2.173996 , 5.1190310
 -2.173742 , 5.1182000
 -2.173593 , 5.1166290
 -2.173271 , 5.1189230
 -2.172995 , 5.1155930
 -2.172967 , 5.1161030
 -2.172870 , 5.1139000
 -2.172846 , 5.1166210
 -2.172730 , 5.1137780
 -2.172544 , 5.1145940
 -2.172361 , 5.1141470
 -2.172286 , 5.1129470
 -2.172208 , 5.1113160
 -2.172112 , 5.1174720
 -2.172075 , 5.1138490
 -2.171947 , 5.1118340
 -2.171921 , 5.1141830
 -2.171596 , 5.1117940
 -2.171515 , 5.1105980
 -2.171465 , 5.1098560
 -2.170939 , 5.1083400
 -2.170856 , 5.1084810
 -2.170762 , 5.1093520
 -2.170749 , 5.1098710
 -2.170587 , 5.1049980
 -2.170501 , 5.1069850
 -2.170398 , 5.1080890
 -2.170374 , 5.1055460
 -2.170272 , 5.1077950
 -2.170044 , 5.1050040
 -2.169966 , 5.1059710
 -2.169906 , 5.1062740
 -2.169698 , 5.1040100
 -2.169575 , 5.1015560
 -2.169449 , 5.1030070
 -2.169313 , 5.1026340
 -2.169188 , 5.1038460
 -2.169150 , 5.1013070
 -2.169040 , 5.1024760
 -2.168900 , 5.1042910
 -2.168647 , 5.1007270
 -2.168586 , 5.0979250
 -2.168521 , 5.1013410
 -2.168327 , 5.0980580
 -2.168216 , 5.0983150
 -2.168011 , 5.1002810
 -2.167957 , 5.0984130
 -2.167843 , 5.0948900
 -2.167802 , 5.0944330
 -2.167797 , 5.0974140
 -2.167722 , 5.0966710
 -2.167514 , 5.0958650
 -2.167219 , 5.0938730
 -2.167216 , 5.0966500
 -2.166936 , 5.0924960
 -2.166894 , 5.0942120
 -2.166862 , 5.0918320
 -2.166839 , 5.0943350
 -2.166646 , 5.0895900
 -2.166441 , 5.0941380
 -2.166230 , 5.0904110
 -2.165853 , 5.0870370
 -2.165797 , 5.0907620
 -2.165779 , 5.0868900
 -2.165740 , 5.0916920
 -2.165670 , 5.0891720
 -2.165556 , 5.0884170
 -2.165505 , 5.0886000
 -2.164762 , 5.0899890
 -2.164694 , 5.0870800
 -2.164664 , 5.0844950
 -2.164660 , 5.0864150
 -2.164547 , 5.0860310
 -2.164482 , 5.0864290
 -2.164228 , 5.0837140
 -2.164146 , 5.0824410
 -2.164067 , 5.0819750
 -2.163786 , 5.0819540
 -2.163616 , 5.0842710
 -2.163454 , 5.0841480
 -2.162941 , 5.0811000
 -2.162848 , 5.0824970
 -2.162777 , 5.0784680
 -2.162724 , 5.0797190
 -2.162662 , 5.0811880
 -2.162286 , 5.0782280
 -2.162242 , 5.0794750
 -2.162100 , 5.0742300
 -2.162004 , 5.0778680
 -2.161959 , 5.0781340
 -2.161846 , 5.0764980
 -2.161655 , 5.0765090
 -2.161225 , 5.0746360
 -2.161213 , 5.0775940
 -2.161047 , 5.0738520
 -2.160701 , 5.0730470
 -2.160630 , 5.0718090
 -2.160538 , 5.0730660
 -2.160517 , 5.0742240
 -2.160437 , 5.0765140
 -2.160295 , 5.0713390
 -2.160208 , 5.0699250
 -2.159861 , 5.0706680
 -2.159626 , 5.0671860
 -2.159576 , 5.0684300
 -2.159469 , 5.0680500
 -2.159210 , 5.0659230
 -2.158986 , 5.0708030
 -2.158972 , 5.0698940
 -2.158767 , 5.0649550
 -2.158556 , 5.0668710
 -2.158262 , 5.0636560
 -2.157876 , 5.0628700
 -2.157827 , 5.0634520
 -2.157651 , 5.0654680
 -2.157594 , 5.0666300
 -2.157474 , 5.0629570
 -2.157286 , 5.0612840
 -2.157277 , 5.0615820
 -2.157137 , 5.0604470
 -2.157048 , 5.0611030
 -2.156847 , 5.0596450
 -2.156709 , 5.0587720
 -2.156560 , 5.0567530
 -2.156477 , 5.0547700
 -2.156386 , 5.0577960
 -2.156331 , 5.0581700
 -2.156317 , 5.0601540
 -2.155820 , 5.0576870
 -2.155814 , 5.0556830
 -2.155767 , 5.0555970
 -2.155409 , 5.0527030
 -2.155277 , 5.0532020
 -2.155106 , 5.0554710
 -2.154832 , 5.0532720
 -2.154778 , 5.0509720
 -2.154584 , 5.0549510
 -2.154540 , 5.0513700
 -2.154483 , 5.0519560
 -2.154395 , 5.0511480
 -2.154072 , 5.0480810
 -2.153487 , 5.0464740
