Title:       ,Ning-LJ two half cells module
Comment:     ,
Op:          ,Admin
ID:          ,ME2 175+087 SnBiInAg front
Mod Type:    ,ModuleType1
Date:        ,11-9-2020
Time:        ,11:49:52
Irradiance:  ,1000.36
IrrCorr:     ,1000
Lamp Voltage:,2300
Corrected To:,1000
Module Temp: ,24.9968
Corrected To:,25
MCCC:        ,1.1620
Voc:         ,1.36212
Isc:         ,5.33924
Rseries:     ,0.02955
Rshunt:      ,57.863
Pmax:        ,5.51136
Vpm:         ,1.09170
Ipm:         ,5.04838
Fill Factor: ,0.75781
Active Eff:  ,20.1034
Aperture Eff:,20.1034
Segment Area:,137.075
Segs in Ser: ,2
Segs in Par: ,1
Panel Area:  ,274.15
Vload:       ,0
Ivld:        ,0
Pvld:        ,0
Iload:       ,0
Vild:        ,0
Pild:        ,0
Frequency:   ,113000
SweepDelay:  ,20
SweepLength: ,150
SweepSlope:  ,0.025
SweepDir:    ,0
MCCC2:       ,1.16
MCCC3:       ,1.155
MCCC4:       ,1.155
LampI:       ,1000.72
IntV:        ,6.98914
IntV2:       ,6.99893
IntV3:       ,6.9858
IntV4:       ,6.9858
LoadV:       ,4.5
PulseWidth1: ,166.831
PulseWidth2: ,167.185
PulseWidth3: ,0
PulseWidth4: ,0
TRef1:       ,25.1494
TRef2:       ,24.9544
TRef3:       ,0
TRef4:       ,0
MCMode:      ,False
Irradiance2: ,-1.#INF
IrrCorr2:    ,700
Voc2:        ,0
Isc2:        ,0
Pmax2:       ,0
Vpm2:        ,0
Ipm2:        ,0
Fill Factor2:,0
Active Eff2: ,0
ApertureEff2:,0
LoadV2:      ,3.2125
PulseWidth12:,166.831
PulseWidth22:,167.185
Irradiance3: ,-1.#INF
IrrCorr3:    ,400
Voc3:        ,0
Isc3:        ,0
Pmax3:       ,0
Vpm3:        ,0
Ipm3:        ,0
Fill Factor3:,0
Active Eff3: ,0
ApertureEff3:,0
LoadV3:      ,3.2125
PulseWidth13:,166.831
PulseWidth23:,167.185
 Voltage:    , Current:
 -1.469670 , 5.3945780
 -1.469284 , 5.3958750
 -1.468768 , 5.3960650
 -1.468460 , 5.3946210
 -1.467992 , 5.3958820
 -1.467681 , 5.3954520
 -1.467045 , 5.3952510
 -1.466166 , 5.3949880
 -1.466054 , 5.3947580
 -1.466033 , 5.3959680
 -1.465953 , 5.3940120
 -1.465069 , 5.3942950
 -1.464580 , 5.3938990
 -1.464273 , 5.3936370
 -1.464052 , 5.3947390
 -1.463751 , 5.3953600
 -1.463731 , 5.3946620
 -1.462622 , 5.3938500
 -1.460907 , 5.3928950
 -1.459836 , 5.3937270
 -1.459668 , 5.3920480
 -1.459522 , 5.3916660
 -1.459100 , 5.3945440
 -1.458947 , 5.3934090
 -1.458186 , 5.3914430
 -1.456249 , 5.3926000
 -1.456242 , 5.3920070
 -1.456049 , 5.3921960
 -1.455710 , 5.3919340
 -1.455027 , 5.3937260
 -1.454730 , 5.3914860
 -1.454297 , 5.3915440
 -1.453688 , 5.3902850
 -1.453338 , 5.3918380
 -1.452879 , 5.3912330
 -1.452212 , 5.3919460
 -1.451014 , 5.3916760
 -1.448410 , 5.3915510
 -1.448111 , 5.3902920
 -1.447369 , 5.3900340
 -1.446910 , 5.3905790
 -1.445793 , 5.3904950
 -1.444420 , 5.3897670
 -1.444270 , 5.3895250
 -1.444230 , 5.3898140
 -1.443564 , 5.3888020
 -1.443407 , 5.3878780
 -1.442358 , 5.3896350
 -1.442249 , 5.3878850
 -1.442085 , 5.3893700
 -1.441667 , 5.3882650
 -1.441396 , 5.3885510
 -1.440192 , 5.3890230
 -1.439278 , 5.3870690
 -1.438857 , 5.3878660
 -1.438568 , 5.3881910
 -1.438050 , 5.3877470
 -1.436745 , 5.3878560
 -1.436387 , 5.3861370
 -1.436181 , 5.3867770
 -1.436080 , 5.3881930
 -1.435124 , 5.3871260
 -1.434814 , 5.3867990
 -1.434708 , 5.3868850
 -1.434694 , 5.3856490
 -1.434623 , 5.3874220
 -1.432990 , 5.3871860
 -1.432802 , 5.3862670
 -1.431506 , 5.3871360
 -1.431217 , 5.3855860
 -1.430849 , 5.3855820
 -1.429822 , 5.3863670
 -1.428920 , 5.3867620
 -1.428879 , 5.3850530
 -1.428354 , 5.3843490
 -1.428222 , 5.3858340
 -1.426457 , 5.3854700
 -1.425836 , 5.3851810
 -1.425393 , 5.3855200
 -1.424685 , 5.3846710
 -1.424108 , 5.3843450
 -1.423465 , 5.3844100
 -1.423250 , 5.3857590
 -1.422815 , 5.3840080
 -1.421667 , 5.3836140
 -1.421144 , 5.3839050
 -1.420971 , 5.3831720
 -1.420281 , 5.3843520
 -1.419103 , 5.3844490
 -1.418716 , 5.3829970
 -1.417129 , 5.3839550
 -1.416862 , 5.3824270
 -1.415259 , 5.3830430
 -1.414871 , 5.3825770
 -1.414680 , 5.3825600
 -1.412993 , 5.3824410
 -1.412084 , 5.3827850
 -1.411146 , 5.3824470
 -1.411002 , 5.3833420
 -1.410711 , 5.3822890
 -1.410166 , 5.3814020
 -1.410070 , 5.3821130
 -1.409809 , 5.3821460
 -1.408584 , 5.3797790
 -1.408374 , 5.3811790
 -1.408308 , 5.3810130
 -1.406877 , 5.3818700
 -1.406399 , 5.3809580
 -1.405900 , 5.3809500
 -1.404957 , 5.3795330
 -1.402764 , 5.3812920
 -1.402477 , 5.3787040
 -1.401877 , 5.3799360
 -1.401365 , 5.3807810
 -1.401223 , 5.3801210
 -1.399853 , 5.3797540
 -1.398466 , 5.3800290
 -1.398125 , 5.3790410
 -1.397976 , 5.3793560
 -1.395744 , 5.3797300
 -1.393452 , 5.3793990
 -1.392552 , 5.3789420
 -1.392443 , 5.3788280
 -1.392424 , 5.3777310
 -1.391035 , 5.3781900
 -1.389889 , 5.3776020
 -1.389489 , 5.3788280
 -1.389481 , 5.3789410
 -1.388678 , 5.3784290
 -1.387589 , 5.3774840
 -1.385546 , 5.3786270
 -1.385144 , 5.3775550
 -1.385143 , 5.3756650
 -1.385080 , 5.3781350
 -1.384837 , 5.3763980
 -1.382278 , 5.3778760
 -1.381532 , 5.3773880
 -1.381321 , 5.3779500
 -1.381304 , 5.3768300
 -1.380084 , 5.3761620
 -1.377398 , 5.3764540
 -1.376943 , 5.3764550
 -1.376770 , 5.3767020
 -1.376680 , 5.3756620
 -1.376558 , 5.3752880
 -1.375133 , 5.3748500
 -1.373080 , 5.3759090
 -1.372449 , 5.3761450
 -1.372127 , 5.3742280
 -1.371742 , 5.3747840
 -1.371677 , 5.3762510
 -1.368883 , 5.3752380
 -1.367217 , 5.3739320
 -1.367097 , 5.3748280
 -1.367045 , 5.3746630
 -1.366680 , 5.3738940
 -1.365772 , 5.3742450
 -1.363630 , 5.3730180
 -1.361682 , 5.3732390
 -1.361654 , 5.3731310
 -1.360946 , 5.3729880
 -1.360846 , 5.3744650
 -1.360652 , 5.3726490
 -1.359991 , 5.3735350
 -1.357599 , 5.3731660
 -1.357514 , 5.3729350
 -1.357245 , 5.3731510
 -1.357187 , 5.3715790
 -1.356773 , 5.3719370
 -1.356333 , 5.3706900
 -1.356095 , 5.3729130
 -1.355710 , 5.3718700
 -1.355640 , 5.3736390
 -1.354831 , 5.3720620
 -1.353592 , 5.3706900
 -1.351073 , 5.3706230
 -1.350172 , 5.3705480
 -1.349932 , 5.3713480
 -1.348259 , 5.3722930
 -1.346751 , 5.3712040
 -1.344542 , 5.3704940
 -1.344165 , 5.3701830
 -1.344085 , 5.3692120
 -1.343333 , 5.3711160
 -1.341881 , 5.3696600
 -1.340373 , 5.3703320
 -1.339640 , 5.3705030
 -1.339015 , 5.3705860
