Title:       ,Ning-LJ two half cells module
Comment:     ,
Op:          ,Admin
ID:          ,ME1 045+054 SnBiAg front
Mod Type:    ,ModuleType1
Date:        ,11-9-2020
Time:        ,11:41:08
Irradiance:  ,999.967
IrrCorr:     ,1000
Lamp Voltage:,2300
Corrected To:,1000
Module Temp: ,24.7855
Corrected To:,25
MCCC:        ,1.1620
Voc:         ,1.35736
Isc:         ,5.38623
Rseries:     ,0.03221
Rshunt:      ,71.0820
Pmax:        ,5.40032
Vpm:         ,1.06998
Ipm:         ,5.04712
Fill Factor: ,0.73864
Active Eff:  ,19.6984
Aperture Eff:,19.6984
Segment Area:,137.075
Segs in Ser: ,2
Segs in Par: ,1
Panel Area:  ,274.15
Vload:       ,0
Ivld:        ,0
Pvld:        ,0
Iload:       ,0
Vild:        ,0
Pild:        ,0
Frequency:   ,113000
SweepDelay:  ,20
SweepLength: ,150
SweepSlope:  ,0.025
SweepDir:    ,0
MCCC2:       ,1.16
MCCC3:       ,1.155
MCCC4:       ,1.155
LampI:       ,999.893
IntV:        ,6.98799
IntV2:       ,6.99794
IntV3:       ,6.9858
IntV4:       ,6.9858
LoadV:       ,4.5
PulseWidth1: ,167.539
PulseWidth2: ,167.610
PulseWidth3: ,0
PulseWidth4: ,0
TRef1:       ,24.6688
TRef2:       ,24.5327
TRef3:       ,0
TRef4:       ,0
MCMode:      ,False
Irradiance2: ,-1.#INF
IrrCorr2:    ,700
Voc2:        ,0
Isc2:        ,0
Pmax2:       ,0
Vpm2:        ,0
Ipm2:        ,0
Fill Factor2:,0
Active Eff2: ,0
ApertureEff2:,0
LoadV2:      ,3.2125
PulseWidth12:,167.539
PulseWidth22:,167.610
Irradiance3: ,-1.#INF
IrrCorr3:    ,400
Voc3:        ,0
Isc3:        ,0
Pmax3:       ,0
Vpm3:        ,0
Ipm3:        ,0
Fill Factor3:,0
Active Eff3: ,0
ApertureEff3:,0
LoadV3:      ,3.2125
PulseWidth13:,167.539
PulseWidth23:,167.610
 Voltage:    , Current:
 -1.439160 , 5.4374260
 -1.438654 , 5.4372940
 -1.436535 , 5.4366310
 -1.436320 , 5.4366380
 -1.436044 , 5.4381440
 -1.435485 , 5.4371410
 -1.435074 , 5.4364060
 -1.433872 , 5.4358540
 -1.433824 , 5.4365200
 -1.433214 , 5.4355950
 -1.432539 , 5.4366460
 -1.432467 , 5.4345590
 -1.430403 , 5.4351610
 -1.429278 , 5.4351330
 -1.428762 , 5.4360170
 -1.428448 , 5.4348130
 -1.427333 , 5.4328040
 -1.426144 , 5.4340210
 -1.425369 , 5.4348260
 -1.425139 , 5.4346940
 -1.424964 , 5.4327630
 -1.423572 , 5.4338150
 -1.422726 , 5.4339170
 -1.422568 , 5.4344970
 -1.422037 , 5.4326510
 -1.420708 , 5.4321780
 -1.419034 , 5.4327540
 -1.418744 , 5.4328630
 -1.418672 , 5.4321460
 -1.418497 , 5.4331930
 -1.416966 , 5.4314920
 -1.415422 , 5.4322100
 -1.415170 , 5.4306490
 -1.414537 , 5.4325180
 -1.414328 , 5.4305980
 -1.412536 , 5.4312110
 -1.410509 , 5.4294400
 -1.409740 , 5.4300500
 -1.409309 , 5.4306200
 -1.409114 , 5.4302990
 -1.408167 , 5.4290430
 -1.405776 , 5.4293450
 -1.405178 , 5.4294410
 -1.405057 , 5.4300420
 -1.404228 , 5.4292450
 -1.403830 , 5.4291470
 -1.403788 , 5.4293950
 -1.401920 , 5.4283180
 -1.400146 , 5.4292470
 -1.399702 , 5.4279390
 -1.398276 , 5.4296130
 -1.396360 , 5.4281480
 -1.393968 , 5.4267220
 -1.393487 , 5.4272370
 -1.393016 , 5.4274500
 -1.392261 , 5.4280950
 -1.390846 , 5.4269140
 -1.390146 , 5.4275040
 -1.388350 , 5.4274350
 -1.387108 , 5.4261060
 -1.385800 , 5.4255860
 -1.385264 , 5.4269220
 -1.385185 , 5.4260290
 -1.384659 , 5.4266930
 -1.383923 , 5.4249990
 -1.383173 , 5.4259420
 -1.382336 , 5.4269300
 -1.382297 , 5.4251790
 -1.380965 , 5.4250860
 -1.380519 , 5.4252610
 -1.380441 , 5.4251720
 -1.378555 , 5.4257070
 -1.376353 , 5.4253050
 -1.375350 , 5.4252590
 -1.373628 , 5.4242930
 -1.371822 , 5.4234680
 -1.370463 , 5.4238480
 -1.368534 , 5.4251960
 -1.366934 , 5.4241830
 -1.364913 , 5.4229420
 -1.363938 , 5.4212570
 -1.363461 , 5.4222160
 -1.363158 , 5.4233370
 -1.362687 , 5.4228950
 -1.361593 , 5.4228790
 -1.361383 , 5.4218540
 -1.361052 , 5.4223380
 -1.359954 , 5.4227230
 -1.359098 , 5.4220240
 -1.358242 , 5.4214800
 -1.356820 , 5.4217110
 -1.355844 , 5.4206790
 -1.353852 , 5.4212780
 -1.351301 , 5.4224970
 -1.349924 , 5.4217130
 -1.348177 , 5.4196300
 -1.346711 , 5.4181550
 -1.345343 , 5.4198580
 -1.344647 , 5.4210140
 -1.343924 , 5.4189750
 -1.342164 , 5.4187170
 -1.341760 , 5.4191760
 -1.340943 , 5.4202240
 -1.340273 , 5.4196600
 -1.337895 , 5.4191680
 -1.336632 , 5.4194660
 -1.336522 , 5.4186620
 -1.336030 , 5.4167430
 -1.333503 , 5.4183940
 -1.330725 , 5.4195100
 -1.329969 , 5.4184390
 -1.329515 , 5.4170740
 -1.328090 , 5.4167430
 -1.326199 , 5.4177380
 -1.324453 , 5.4190220
 -1.323241 , 5.4172820
 -1.321862 , 5.4170230
 -1.319388 , 5.4163500
 -1.318259 , 5.4162860
 -1.317335 , 5.4171050
 -1.316188 , 5.4169180
 -1.314239 , 5.4162600
 -1.312726 , 5.4146040
 -1.312518 , 5.4159340
 -1.312332 , 5.4158500
 -1.311189 , 5.4165700
 -1.311154 , 5.4162460
 -1.310628 , 5.4149170
 -1.309926 , 5.4149470
 -1.309047 , 5.4154680
 -1.307649 , 5.4164660
 -1.306801 , 5.4139930
 -1.305277 , 5.4142810
 -1.303960 , 5.4148390
 -1.303416 , 5.4150200
 -1.301885 , 5.4152110
 -1.300293 , 5.4146040
 -1.298654 , 5.4136440
 -1.297447 , 5.4137370
 -1.295086 , 5.4137520
 -1.292113 , 5.4146690
 -1.288448 , 5.4142470
 -1.286113 , 5.4129930
 -1.282644 , 5.4122870
 -1.279880 , 5.4137700
 -1.278041 , 5.4129110
 -1.275890 , 5.4128830
 -1.274299 , 5.4106000
 -1.272936 , 5.4114610
 -1.271782 , 5.4123190
 -1.271566 , 5.4122100
 -1.268580 , 5.4125570
 -1.267117 , 5.4125690
 -1.266203 , 5.4113050
 -1.265158 , 5.4109470
 -1.263204 , 5.4099890
 -1.262467 , 5.4105480
 -1.262222 , 5.4103460
 -1.262115 , 5.4106380
 -1.260248 , 5.4107260
 -1.259197 , 5.4108880
 -1.258079 , 5.4099110
 -1.256484 , 5.4103350
 -1.254226 , 5.4094050
 -1.252795 , 5.4104600
 -1.251063 , 5.4103480
 -1.249076 , 5.4093300
 -1.245991 , 5.4090340
 -1.243726 , 5.4100110
 -1.240907 , 5.4099800
 -1.237147 , 5.4102970
 -1.234338 , 5.4079670
 -1.231263 , 5.4083380
 -1.229260 , 5.4082220
 -1.226797 , 5.4089180
 -1.222641 , 5.4090070
 -1.219734 , 5.4088580
 -1.218408 , 5.4077460
 -1.217425 , 5.4073160
 -1.215040 , 5.4067000
 -1.211264 , 5.4078560
 -1.209626 , 5.4068020
 -1.209577 , 5.4070560
 -1.208389 , 5.4077370
 -1.206239 , 5.4085370
 -1.203728 , 5.4069200
 -1.201145 , 5.4070300
 -1.200608 , 5.4062050
