Title:       ,Ning-LJ two half cells module
Comment:     ,
Op:          ,Admin
ID:          ,tape 080+085 SnBiAg front
Mod Type:    ,ModuleType1
Date:        ,11-9-2020
Time:        ,11:57:42
Irradiance:  ,1000.16
IrrCorr:     ,1000
Lamp Voltage:,2300
Corrected To:,1000
Module Temp: ,24.7925
Corrected To:,25
MCCC:        ,1.1620
Voc:         ,1.36367
Isc:         ,5.32844
Rseries:     ,0.02614
Rshunt:      ,20.6748
Pmax:        ,5.62788
Vpm:         ,1.11758
Ipm:         ,5.03576
Fill Factor: ,0.77452
Active Eff:  ,20.5284
Aperture Eff:,20.5284
Segment Area:,137.075
Segs in Ser: ,2
Segs in Par: ,1
Panel Area:  ,274.15
Vload:       ,0
Ivld:        ,0
Pvld:        ,0
Iload:       ,0
Vild:        ,0
Pild:        ,0
Frequency:   ,113000
SweepDelay:  ,20
SweepLength: ,150
SweepSlope:  ,0.025
SweepDir:    ,0
MCCC2:       ,1.16
MCCC3:       ,1.155
MCCC4:       ,1.155
LampI:       ,1000.11
IntV:        ,6.99036
IntV2:       ,6.99999
IntV3:       ,6.9858
IntV4:       ,6.9858
LoadV:       ,4.5
PulseWidth1: ,166.867
PulseWidth2: ,167.646
PulseWidth3: ,0
PulseWidth4: ,0
TRef1:       ,25.5961
TRef2:       ,25.2833
TRef3:       ,0
TRef4:       ,0
MCMode:      ,False
Irradiance2: ,-1.#INF
IrrCorr2:    ,700
Voc2:        ,0
Isc2:        ,0
Pmax2:       ,0
Vpm2:        ,0
Ipm2:        ,0
Fill Factor2:,0
Active Eff2: ,0
ApertureEff2:,0
LoadV2:      ,3.2125
PulseWidth12:,166.867
PulseWidth22:,167.646
Irradiance3: ,-1.#INF
IrrCorr3:    ,400
Voc3:        ,0
Isc3:        ,0
Pmax3:       ,0
Vpm3:        ,0
Ipm3:        ,0
Fill Factor3:,0
Active Eff3: ,0
ApertureEff3:,0
LoadV3:      ,3.2125
PulseWidth13:,166.867
PulseWidth23:,167.646
 Voltage:    , Current:
 -1.498945 , 5.3895190
 -1.498453 , 5.3889490
 -1.497900 , 5.3890460
 -1.497472 , 5.3867970
 -1.496915 , 5.3877450
 -1.496890 , 5.3875720
 -1.496451 , 5.3876580
 -1.495958 , 5.3876220
 -1.495909 , 5.3869010
 -1.495342 , 5.3881540
 -1.495237 , 5.3868730
 -1.492368 , 5.3868680
 -1.492166 , 5.3869910
 -1.492109 , 5.3852870
 -1.491434 , 5.3859910
 -1.491350 , 5.3868460
 -1.490363 , 5.3860180
 -1.489762 , 5.3854910
 -1.489512 , 5.3860870
 -1.488986 , 5.3862740
 -1.488753 , 5.3864440
 -1.488734 , 5.3852710
 -1.488539 , 5.3863880
 -1.487969 , 5.3849730
 -1.487419 , 5.3851600
 -1.487235 , 5.3851880
 -1.486555 , 5.3844610
 -1.486140 , 5.3839760
 -1.485464 , 5.3854060
 -1.485085 , 5.3850700
 -1.485084 , 5.3851000
 -1.484912 , 5.3848290
 -1.484795 , 5.3836820
 -1.484570 , 5.3849520
 -1.484482 , 5.3846530
 -1.482023 , 5.3837560
 -1.480218 , 5.3833130
 -1.480041 , 5.3836770
 -1.479808 , 5.3832910
 -1.479584 , 5.3842170
 -1.479311 , 5.3831600
 -1.478082 , 5.3829010
 -1.476228 , 5.3825020
 -1.476190 , 5.3820900
 -1.476171 , 5.3819740
 -1.475924 , 5.3824510
 -1.475622 , 5.3824440
 -1.475565 , 5.3809600
 -1.474717 , 5.3817860
 -1.474552 , 5.3820410
 -1.474527 , 5.3830290
 -1.474461 , 5.3824070
 -1.473955 , 5.3822380
 -1.472488 , 5.3802620
 -1.471098 , 5.3800080
 -1.470979 , 5.3814700
 -1.470834 , 5.3797410
 -1.470811 , 5.3811750
 -1.469913 , 5.3805330
 -1.468862 , 5.3808160
 -1.468436 , 5.3795450
 -1.468383 , 5.3801590
 -1.468286 , 5.3793180
 -1.467663 , 5.3798000
 -1.467354 , 5.3795660
 -1.465836 , 5.3796660
 -1.465835 , 5.3800770
 -1.465483 , 5.3783640
 -1.465274 , 5.3790860
 -1.465047 , 5.3784130
 -1.464469 , 5.3782480
 -1.464448 , 5.3765440
 -1.464072 , 5.3796290
 -1.463672 , 5.3780440
 -1.463391 , 5.3792910
 -1.463091 , 5.3775210
 -1.461492 , 5.3781980
 -1.460265 , 5.3761510
 -1.459461 , 5.3776150
 -1.459124 , 5.3774490
 -1.458951 , 5.3782070
 -1.458534 , 5.3773800
 -1.458443 , 5.3761700
 -1.458125 , 5.3779250
 -1.457703 , 5.3759640
 -1.457498 , 5.3779710
 -1.457417 , 5.3762650
 -1.455897 , 5.3764140
 -1.454831 , 5.3757280
 -1.453866 , 5.3763810
 -1.453830 , 5.3764230
 -1.453645 , 5.3751890
 -1.451895 , 5.3766470
 -1.450571 , 5.3746960
 -1.450181 , 5.3753500
 -1.449921 , 5.3766800
 -1.449847 , 5.3748720
 -1.448632 , 5.3754030
 -1.448282 , 5.3744660
 -1.445671 , 5.3739630
 -1.443923 , 5.3738160
 -1.443905 , 5.3748740
 -1.443856 , 5.3746680
 -1.443452 , 5.3747280
 -1.442823 , 5.3733090
 -1.441691 , 5.3728020
 -1.441644 , 5.3743140
 -1.441259 , 5.3745510
 -1.441124 , 5.3727500
 -1.441033 , 5.3753070
 -1.439114 , 5.3729210
 -1.437783 , 5.3722110
 -1.437687 , 5.3739140
 -1.437302 , 5.3724700
 -1.437062 , 5.3729890
 -1.435812 , 5.3733120
 -1.434133 , 5.3719570
 -1.433702 , 5.3722500
 -1.433386 , 5.3729570
 -1.432698 , 5.3713720
 -1.432697 , 5.3718020
 -1.432481 , 5.3710620
 -1.431410 , 5.3706950
 -1.431121 , 5.3721140
 -1.430416 , 5.3704260
 -1.430248 , 5.3715220
 -1.430200 , 5.3707660
 -1.430190 , 5.3728360
 -1.428214 , 5.3711540
 -1.428021 , 5.3695860
 -1.427730 , 5.3699450
 -1.427668 , 5.3711780
 -1.427297 , 5.3691230
 -1.426638 , 5.3694670
 -1.424995 , 5.3687320
 -1.424758 , 5.3700440
 -1.424624 , 5.3679960
 -1.424116 , 5.3697380
 -1.423884 , 5.3696000
 -1.422733 , 5.3682930
 -1.422596 , 5.3702660
 -1.422167 , 5.3689930
 -1.422157 , 5.3693590
 -1.421665 , 5.3686070
 -1.421348 , 5.3687330
 -1.420294 , 5.3671060
 -1.418470 , 5.3678360
 -1.416739 , 5.3672810
 -1.416521 , 5.3684380
 -1.416512 , 5.3671720
 -1.416448 , 5.3663210
 -1.416121 , 5.3681460
 -1.414587 , 5.3665800
 -1.414294 , 5.3667320
 -1.414288 , 5.3679160
 -1.413813 , 5.3661590
 -1.413434 , 5.3673130
 -1.413420 , 5.3657840
 -1.411968 , 5.3663950
 -1.411557 , 5.3664950
 -1.411352 , 5.3659670
 -1.411184 , 5.3661660
 -1.410640 , 5.3670140
 -1.410490 , 5.3660740
 -1.408950 , 5.3650610
 -1.407003 , 5.3649760
 -1.405197 , 5.3656040
 -1.405013 , 5.3655220
 -1.404992 , 5.3658550
 -1.404565 , 5.3649420
 -1.403215 , 5.3647890
 -1.400677 , 5.3644920
 -1.398683 , 5.3647900
 -1.398604 , 5.3628060
 -1.398518 , 5.3649830
 -1.398176 , 5.3638660
 -1.397129 , 5.3644590
 -1.395210 , 5.3629940
 -1.393858 , 5.3627600
 -1.393735 , 5.3629590
 -1.393590 , 5.3637030
 -1.393232 , 5.3641140
 -1.391475 , 5.3638570
 -1.390144 , 5.3627410
 -1.387424 , 5.3620740
 -1.386082 , 5.3623440
 -1.385892 , 5.3610310
 -1.385502 , 5.3632790
