Title:       ,Ning-LJ two half cells module
 -2.061079 , 4.8829280
 -2.060347 , 4.8785400
 -2.060295 , 4.8805610
 -2.060145 , 4.8785970
 -2.059237 , 4.8787430
 -2.058729 , 4.8756480
 -2.058402 , 4.8769840
 -2.058223 , 4.8752930
 -2.058173 , 4.8740130
 -2.057502 , 4.8733250
 -2.056981 , 4.8721570
 -2.056899 , 4.8716840
 -2.056477 , 4.8683210
 -2.056207 , 4.8706250
 -2.055987 , 4.8686330
 -2.055092 , 4.8677520
 -2.054881 , 4.8652400
 -2.054524 , 4.8632700
 -2.054511 , 4.8691770
 -2.054196 , 4.8634800
 -2.053765 , 4.8638350
 -2.053318 , 4.8621490
 -2.052997 , 4.8616130
 -2.052606 , 4.8607430
 -2.052598 , 4.8593580
 -2.051401 , 4.8589050
 -2.051033 , 4.8581500
 -2.050549 , 4.8577490
 -2.050542 , 4.8532150
 -2.050373 , 4.8561100
 -2.049748 , 4.8535180
 -2.049318 , 4.8533500
 -2.049174 , 4.8524170
 -2.048442 , 4.8511970
 -2.048392 , 4.8499140
 -2.047569 , 4.8490980
 -2.046856 , 4.8471650
 -2.046624 , 4.8464220
 -2.046600 , 4.8493560
 -2.046334 , 4.8447640
 -2.045978 , 4.8444370
 -2.045017 , 4.8441240
 -2.044818 , 4.8431850
 -2.044439 , 4.8417260
 -2.043934 , 4.8410760
 -2.043237 , 4.8395330
 -2.042986 , 4.8391800
 -2.042197 , 4.8383560
 -2.042134 , 4.8372190
 -2.041311 , 4.8362690
 -2.041274 , 4.8352030
 -2.040802 , 4.8330240
 -2.040496 , 4.8340160
 -2.039835 , 4.8310070
 -2.039349 , 4.8312320
 -2.038700 , 4.8299940
 -2.038335 , 4.8297900
 -2.037614 , 4.8290190
 -2.037002 , 4.8259520
 -2.036877 , 4.8277540
 -2.036843 , 4.8250060
 -2.036611 , 4.8227810
 -2.035563 , 4.8228730
 -2.035002 , 4.8221810
 -2.034973 , 4.8209860
 -2.033913 , 4.8202250
 -2.033902 , 4.8190300
 -2.033812 , 4.8175430
 -2.032566 , 4.8171850
 -2.031989 , 4.8123070
 -2.031854 , 4.8133240
 -2.031799 , 4.8159550
 -2.031463 , 4.8158450
 -2.030268 , 4.8117000
 -2.029731 , 4.8111180
 -2.029412 , 4.8091840
 -2.029108 , 4.8086700
 -2.028715 , 4.8070320
 -2.027667 , 4.8049850
 -2.027478 , 4.8042950
 -2.027332 , 4.8070820
 -2.026447 , 4.8034800
 -2.026196 , 4.8030790
 -2.025326 , 4.8010940
 -2.024927 , 4.8004940
 -2.024045 , 4.7990160
 -2.023947 , 4.7954730
 -2.023357 , 4.7987990
 -2.023087 , 4.7973560
 -2.022583 , 4.7946020
 -2.021420 , 4.7945490
 -2.021396 , 4.7925960
 -2.021201 , 4.7931420
 -2.020586 , 4.7911400
 -2.019523 , 4.7908160
 -2.019312 , 4.7873130
 -2.019116 , 4.7884600
 -2.018121 , 4.7863410
 -2.017653 , 4.7858950
 -2.017241 , 4.7841590
 -2.016152 , 4.7843100
 -2.015838 , 4.7824240
 -2.015530 , 4.7808790
 -2.015085 , 4.7791070
 -2.014593 , 4.7793030
 -2.012863 , 4.7791560
 -2.012804 , 4.7780990
 -2.012415 , 4.7755200
 -2.012024 , 4.7745600
 -2.010986 , 4.7739350
 -2.010849 , 4.7731070
 -2.010730 , 4.7694290
 -2.010706 , 4.7704400
 -2.009161 , 4.7689450
 -2.007949 , 4.7688720
 -2.007842 , 4.7671650
 -2.007805 , 4.7663740
 -2.007051 , 4.7643030
 -2.006360 , 4.7626520
 -2.005649 , 4.7612720
 -2.005497 , 4.7619290
 -2.004823 , 4.7611230
 -2.004352 , 4.7594520
 -2.003941 , 4.7571840
